城市,景点,销量,票价,地址
北京,榆关,58,100.0,北京市西城区什刹海前海西街17号(近定阜街)恭王府内
北京,德云社三里屯剧场,89,95.0,工体北路8号三里屯SOHO商场B1
北京,杰嘉花乐园,4,49.9,北京市丰台区南苑街道南苑森林湿地公园
北京,北京雁栖湖西山步道,42,68.0,北京市怀柔区下辛庄村范崎路
北京,熙水汤泉,78,105.0,北京市西城区广安门外街道恒昌花园5号楼-1层
北京,云蒙山长城遗址公园,99,25.0,北京市密云区水库西线公路127号
北京,大岭沟风景区,12,30.0,北京市昌平区十三陵大岭沟猕猴桃谷自然风景区
北京,雍和宫-法轮殿,61,79.0,北京市东城区雍和宫大街41-1号附近
北京,鸟巢文化中心,87,106.0,北京市朝阳区育场南路1号
北京,中国工美馆 中国非遗馆,72,80.0,北京市朝阳区湖景东路16号
北京,七号汤泉生活馆(环球影城店),97,109.0,云景东路339号5号1层
北京,石门山探险星球成长乐园,6,29.9,京加路石门山景区内
北京,纵横马术培训基地（丰台南宫店）,95,108.0,北京市丰台区王佐镇王庄村顺源路东8号1002号
北京,恭王府博物馆-山神庙,68,108.0,北京市西城区什刹海前海西街17号(近定阜街)恭王府内
北京,十渡拒马乐园,22,88.0,北京市房山区九渡大街22号
北京,北海公园-静心斋,41,108.0,文津街1号北海公园
北京,八达岭饭店老北京演艺,89,108.0,北京市延庆区八达岭长城西侧外餐3幢2层
北京,箭道,83,108.0,北京市西城区
北京,老舍纪念馆,50,55.0,北京市东城区丰富胡同19号
北京,天坛公园-斋宫,97,82.0,北京市东城区天坛东路甲1号天坛公园内
北京,颐和园-南湖岛,6,58.0,北京市海淀区新建宫门路19号颐和园
北京,索尼探梦,38,80.0,北京市东城区隆福寺南坊A座WL2-01
北京,运动派(北京店),88,228.0,西三环南路甲27号居然之家5层
北京,万寿山-仁寿殿,64,58.0,北京市海淀区新建宫门路19号颐和园内
北京,玉澜堂,40,58.0,北京市海淀区昆明湖路颐和园
北京,圆明园遗址公园长春园景区-狮子林,83,85.0,北京市海淀区清华西路28号圆明园遗址公园内
北京,皇乾殿,69,85.0,北京市东城区天坛东路甲1号天坛公园祈年殿内
北京,老舍茶馆,18,80.0,北京市西城区前门西大街正阳市场3号楼
北京,长城文化主题演出《梦华·长城》,2,88.0,北京市延庆区延康路北京世园公园3-4号门
北京,圆明园遗址公园-绮春园景区,55,88.0,北京市海淀区清华西路28号圆明园遗址公园内
北京,霸天虎过山车,83,88.0,环球大道北京环球度假区变形金刚基地内
北京,烟袋斜街特色商业街,97,120.0,北京市西城区地安门外大街48号
北京,古北口文化文物旅游区,32,27.0,北京市密云区东大路古御道
北京,《玉米·黄金·美洲豹——玛雅与安第斯古代文明》大展,24,128.0,北京市西城区复兴门外大街16号 首都博物馆A、B、M展厅及公共空间
北京,北京环球城市大道,8,68.0,北京市通州区环球大道1号院
北京,云峰山,74,35.0,北京市密云区不老屯镇燕落村
北京,恭王府博物馆-后罩楼,96,24.0,北京市西城区什刹海前海西街17号(近定阜街)恭王府内
北京,前门之夜科技体验馆,43,120.0,北京市东城区南晓顺胡同7、9号(大江胡同交叉口西北角)
北京,前门·书香世业文化主题街区,88,120.0,南晓顺胡同5-2(前门地铁站G东南口步行490米)
北京,妙峰山风景区,34,113.0,北京市门头沟区妙峰山镇涧沟村
北京,康西草原,72,188.0,北京市延庆县康庄镇西
北京,史家胡同博物馆,67,869.0,北京市东城区史家胡同24号
北京,石经山,85,15.0,北京市房山区白带山(又称石经山)西南麓
北京,大红门国际会展中心温泉,59,80.0,北京市丰台区永外高庄138号木樨园桥南800米
北京,石花洞月亮山,4,20.0,北京市房山区河北镇南车营村石花洞路
北京,南宫民族温泉养生园,48,78.0,北京市丰台区南宫南路1号世界地热博览园内
北京,北京军都山滑雪场,32,39.0,北京市昌平区崔村镇真顺村588号
北京,中国工艺美术馆,6,49.0,北京市朝阳区湖景东路16号
北京,北京艺术博物馆,33,20.0,北京市海淀区万寿寺1号
北京,正阳门,6,50.0,北京市东城区长安街天安门内
北京,飞览天下·飞越中国馆,2,128.0,北京市石景山区石景山路25号游乐园东园
北京,南锣鼓巷,12,77.0,北京市东城区南锣鼓巷胡同
北京,北海公园-五龙亭,66,128.0,文津街1号(故宫北)北海公园内
北京,北京瑞麟湾温泉中心,4,49.9,北京市顺义区顺平辅线39号
北京,北京玛雅海滩水公园,274,138.0,北京市朝阳区小武基路北京欢乐谷(欢乐谷景区地铁站B东北口步行120米)
北京,巧克巧蔻·巧克力博物馆(北京馆),18,29.9,北京市西城区大栅栏街道廊房头条2号院5号楼
北京,德云社(前门三庆园店),44,150.0,北京市西城区大栅栏街18号
北京,八达岭国家森林公园,41,33.0,北京市延庆区216省道与八达岭路交叉口北80米
北京,永定门,90,50.0,北京市景泰路李村南里4号楼底商4-3号
北京,神泉峡风景区,67,36.0,北京市门头沟区妙峰山镇炭厂村
北京,中国法院博物馆,98,869.0,北京市东城区东华门街道正义路4号
北京,恭王府博物馆-邀月台,60,24.0,北京市西城区什刹海前海西街17号(近定阜街)恭王府内
北京,燕子湖风景区,89,38.0,北京市昌平区十三陵镇德胜口大桥西100米
北京,北京奈尔宝家庭中心(北京王府井奥莱UP TOWN店),6,58.0,德贤路与久敬庄路交汇处王府井奥莱uptownF1层005号
北京,北京鲁迅博物馆,48,55.0,北京市西城区阜成门内宫门口二条19号
北京,琼华岛-永安寺,94,108.0,文津街1号(故宫北)北海公园内
北京,奥林匹克森林公园-北园,89,29.0,北京市朝阳区科荟路33号
北京,拜殿,76,136.0,北京市西城区北京古代建筑博物馆内
北京,未来水世界,12,88.0,文景街道
北京,天云山风景区,6,39.0,北京市平谷区黄松峪黄土梁村百帝宫西500米
北京,十渡聚龙湾,82,49.9,北京市房山区十渡镇十渡村南18号
北京,ZooLand动物王国,66,58.0,北京市朝阳区温榆河公园
北京,北京金海湖碧波岛度假区,150,158.0,北京市平谷区凯湖路金海湖景区
北京,北京科技大学,77,138.0,北京市海淀区学院路30号
北京,云蒙山风景区,26,78.0,北京市密云区水库西线公路8号
北京,世贸天阶,65,580.0,北京市朝阳区光华路9号
北京,古代中国基本陈列,76,138.0,东长安街16号天安门广场东侧中国国家博物馆内B1
北京,青芝岫,59,138.0,北京市海淀区新建宫门路19号颐和园内
北京,保和殿,2,240.0,北京市东城区景山前街4号故宫博物院内
北京,青年湖公园,31,59.9,北京市东城区安德里北街
北京,北京什刹海皮影戏,34,88.0,北京市西城区松树街24号北京什刹海皮影文化主题酒店(近恭王府)内
北京,恭王府博物馆-西洋门,40,24.0,北京市西城区柳荫街214号
北京,西国贸水会所,56,89.0,丰管路16号8号楼（近汽配城）
北京,白浮泉公园森林牧场,38,39.0,北京市昌平区南丰路(近南环路)
北京,延禧宫,75,240.0,北京市东城区景山前街4号故宫博物院(北门)附近
北京,故宫博物院-养心殿,46,95.0,北京市东城区景山前街4号故宫博物院内
北京,巴哩啵哩运动探索主题乐园,36,148.0,东渠路亦花园西侧停车场内
北京,寿康宫,40,148.0,北京市东城区景山前街4号故宫博物院内
北京,琼华岛-阅古楼,95,148.0,文津街1号(故宫北)北海公园内
北京,协和门,51,148.0,北京市东城区景山前街4号故宫博物院内
北京,内金水河,91,148.0,北京市东城区故宫博物院内(金水桥附近)
北京,陶瓷馆,86,95.0,北京市东城区景山前街4号故宫博物院武英殿内
北京,辟雍,68,95.0,国子监街13-15号国子监景区内
北京,炮炮兵亲子探险(北海公园店),52,149.0,北京市什刹海街道龙头井街37号(北海北地铁站B东北口步行60米)
北京,柳荫公园,2,70.0,北京市东城区安外黄寺大街8号
北京,城市绿心森林公园,75,20.0,北京市通州区京唐路与东六环交叉口东北侧
北京,蜜蜂大世界,34,60.0,北京市密云区太师屯镇龙潭沟村村西(加油站南150米)
北京,白云观,10,138.0,北京市西城区白云观街9号
北京,银锭桥,51,150.0,北京市西城区教场胡同2
北京,国家植物园南园,75,138.0,北京市海淀区香山南辛村20号
北京,正觉寺,71,98.0,北京市海淀区清华西路28号(圆明园遗址内)
北京,梨树沟休闲谷,34,29.9,北京市平谷区黄松峪乡梨树沟村8号
北京,天坛公园三音石,39,98.0,北京市东城区天坛路甲1号天坛公园内
北京,凯悦莱清·湯泉汗蒸,2,50.0,拱辰街道阳城环路北广阳城村村委会西南400米（北京凯悦莱温泉会议中心对面）
北京,古陶文明博物馆,32,45.0,北京市西城区右安门内西街12号
北京,北京喇叭沟原始森林公园,22,40.0,北京市怀柔区喇叭沟门满族乡孙栅子村西300号
北京,红剧场,62,224.0,幸福大街44号
北京,紫谷伊甸园,74,68.0,北京市丰台区永定河堤农场路9号
北京,朝阳公园勇敢者乐园,85,88.0,朝阳公园南路1号2幢
北京,长春宫,33,128.0,北京市东城区景山前街4号故宫博物院(北门)附近
北京,运河奥体公园,96,75.0,北京市通州区通胡大街70号
北京,太阳宫公园,2,49.9,北京市朝阳区太阳宫中路6号
北京,UCCA尤伦斯当代艺术中心,68,50.0,酒仙桥路4号798艺术区UCCA尤伦斯当代艺术中心
北京,八达岭北线缆车,220,140.0,北京市延庆区S216八达岭长城
北京,隆宗门,68,158.0,北京市东城区景山前街4号故宫博物院内
北京,北京《三体游戏：文明碎片》沉浸式VR探索体验,65,159.0,北京市朝阳区朝阳公园微博IN跨次元引力场3层（朝阳公园东5门步行500米）
北京,鸟巢空中走廊,4,300.0,北京市朝阳区国家体育场南路1号国家体育场(鸟巢)5层
北京,汉石桥湿地,80,26.9,北京市顺义区杨镇地区沙子营村西500米
北京,北海公园-九龙壁,41,108.0,北京市西城区文津街1号北海公园西天梵境内(故宫北)
北京,交泰殿,68,28.0,北京市东城区景山前街4号故宫博物院内
北京,西天梵境,86,108.0,文津街1号(故宫北)北海公园内
北京,北京圣泉山旅游风景区,8,35.0,北京市怀柔区桥梓镇口头村81号
北京,先农坛,51,136.0,北京市西城区东经路21号
北京,鸟巢北京会展中心4D全息演唱会馆,61,138.0,北京朝阳国家体育场南路一号CAIA北京会展中心
北京,灵山古道森林公园,66,30.0,北京市门头沟区清水镇洪水口村1号
北京,中国国家地理探索中心·恐龙星球,6,168.0,北京市通州区颐瑞东路66号院4号楼4-101号
北京,呀路古热带植物园,10,99.0,北京市大兴区长子营镇104国道与朱大路口交叉口东北角
北京,香雾窟,71,164.0,北京市海淀区买卖街40号香山公园静宜园内
北京,永顺染坊,62,238.0,北京市密云县密云区染坊胡同001号
北京,西洋楼遗址景区-大水法,40,85.0,清华西路28号圆明园遗址内（近圆明园展览馆出口）
北京,德和园,90,139.0,北京市海淀区新建宫门路19号颐和园内
北京,金隅八达岭沐沄汤泉,2,118.0,北京市延庆区妫水北街1号
北京,华熙Live·五棵松,30,88.0,北京市海淀区复兴路69号院
北京,梵高星空艺术馆(北京旗舰店),10,38.0,北京市西城区廊房头条21号院北京坊2号楼B2层
北京,北京乐高探索中心,14,129.0,北京市朝阳区常通路1号院龙湖·长楹天街F3
北京,圆明园遗址公园-长春园景区,54,88.0,北京市海淀区清华西路28号圆明园遗址公园
北京,中国传媒大学,69,88.0,北京市朝阳区定福庄东街1号
北京,排云殿,91,90.0,北京市海淀区新建宫门路19号颐和园佛香阁内
北京,恭王府大戏楼(前海西街),51,90.0,北京市西城区前海西街17号恭王府
北京,恭王府博物馆-福字碑,72,38.0,北京市西城区什刹海前海西街17号(近定阜街)恭王府内
北京,向阳口村,83,65.0,北京门头沟斋堂镇向阳口村
北京,太空航班,77,39.0,北京市朝阳区798艺术中心七星广场西北角
北京,清华大学艺术博物馆,18,169.0,北京市海淀区双清路30号清华大学
北京,北京相声表演,60,120.0,
北京,韩村河,56,40.0,北京市房山区韩村河镇顾郑路与岳琉路交叉口
北京,喇叭沟门,88,40.0,北京市怀柔区京漠线喇叭沟门满族乡政府东南侧约60米
北京,北京启迪乔波冰雪世界,33,158.0,北京市顺义区顺安路6号
北京,北京燕京八绝博物馆,2,15.0,北京市石景山区模式口大街20号承恩寺
北京,云梦仙境自然风景区,12,45.0,北京市怀柔区琉璃庙镇东峪村东200米
北京,日坛公园,93,98.0,北京市朝阳区朝阳门外日坛北路6号
北京,北京乐多港万豪酒店汤乐宫温泉,8,198.0,北京市昌平区南口路29号
北京,五棵松海森主题公园,4,99.0,北京市海淀区复兴路69号2号楼1层101
北京,北京交通大学,71,98.0,北京市海淀区上园村3号
北京,龙熙温泉水世界,16,99.0,北京市大兴区顺景路8号北京龙熙温泉度假酒店一期1层
北京,坤宁宫,28,240.0,北京市东城区景山前街4号故宫博物院内
北京,南苑森林湿地公园,70,20.0,北京市丰台区槐房路槐房钓鱼公园
北京,贝家花园,30,20.0,北京市海淀区苏家坨北安河村
北京,漕运码头,66,20.0,北京市通州区宋梁路大运河森林公园内北侧
北京,SOLANA蓝色港湾,82,1621.0,北京市朝阳区朝阳公园路6号
北京,小西天,31,128.0,22路;47路;88路;135路;331路;508路;604路;618路;620路;夜38路;夜4路
北京,万寿山,75,128.0,北京市海淀区新建宫门路19号颐和园内
北京,猕猴桃谷风景区,18,30.0,北京市昌平区十三陵镇大岭沟村
北京,阿派朗创造力乐园,4,79.0,北京市通州区张家湾镇城市绿心森林公园p2停车场向西50米
北京,北京公共安全体验馆(首都机场店),72,158.0,北京市顺义区李桥镇龙塘路179号院
北京,汉拿山汤泉(亚运村店),74,159.0,北京市朝阳区小营路2号
